Per,Nat,Pokemon,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Tier,Ability I,Ability II,Hidden Ability,Mass,LK/GK,EV Worth,EXPV,Color,Hatch,Gender,Egg Group I,Egg Group II,Catch,EXP,Evolve,Per.1,Nat.1,Joh,Hoe,Sin,Un,Pokemon.1,generation
368.0,341.0,Corphish,43,80,65,50,35,35,308,Water,,NU,Hyper Cutter,Shell Armor,Adaptability,11.5 kG,40,1 Atk,111,Red,3840,Neutral,Water 1,Water 3,205,1640000,,368.0,341.0,,129.0,,,Corphish,3
369.0,342.0,Crawdaunt,63,120,85,90,55,55,468,Water,Dark,NU,Hyper Cutter,Shell Armor,Adaptability,32.8 kG,60,2 Atk,161,Red,,Neutral,Water 1,Water 3,155,1640000,Lv. 30,369.0,342.0,,130.0,,,Crawdaunt,3
370.0,343.0,Baltoy,40,40,55,40,70,55,300,Ground,Psychic,NU,Levitate,,,21.5 kG,40,1 SpD,58,Brown,5120,,Mineral,,255,1000000,,370.0,343.0,,131.0,,,Baltoy,3
371.0,344.0,Claydol,60,70,105,70,120,75,500,Ground,Psychic,RU,Levitate,,,108.0 kG,100,2 SpD,189,Black,,,Mineral,,90,1000000,Lv. 36,371.0,344.0,,132.0,,,Claydol,3
372.0,345.0,Lileep,66,41,77,61,87,23,355,Rock,Grass,NU,Suction Cups,,Storm Drain,23.8 kG,40,1 SpD,99,Purple,7680,M (87.5%),Water 3,,45,600000,,372.0,345.0,,133.0,,,Lileep,3
373.0,346.0,Cradily,86,81,97,81,107,43,495,Rock,Grass,NU,Suction Cups,,Storm Drain,60.4 kG,80,2 SpD,199,Green,,M (87.5%),Water 3,,45,600000,Lv. 40,373.0,346.0,,134.0,,,Cradily,3
374.0,347.0,Anorith,45,95,50,40,50,75,355,Rock,Bug,NU,Battle Armor,,Swift Swim,12.5 kG,40,1 Atk,99,Gray,7680,M (87.5%),Water 3,,45,600000,,374.0,347.0,,135.0,,,Anorith,3
375.0,348.0,Armaldo,75,125,100,70,80,45,495,Rock,Bug,NU,Battle Armor,,Swift Swim,68.2 kG,80,2 Atk,199,Gray,,M (87.5%),Water 3,,45,600000,Lv. 40,375.0,348.0,,136.0,,,Armaldo,3
376.0,349.0,Feebas,20,15,20,10,55,80,200,Water,,NU,Swift Swim,,Adaptability,7.4 kG,20,1 Spe,61,Brown,5120,Neutral,Water 1,Dragon,255,600000,,376.0,349.0,,140.0,138.0,,Feebas,3
377.0,350.0,Milotic,95,60,79,100,125,81,540,Water,,UU,Marvel Scale,,Cute Charm,162.0 kG,100,2 SpD,213,Pink,,Neutral,Water 1,Dragon,60,600000,Level w/ Max Beauty,377.0,350.0,,141.0,139.0,,Milotic,3
378.0,351.0,Castform,70,70,70,70,70,70,420,Normal,,NU,Forecast,,,0.8 kG,20,1 HP,145,White,6400,Neutral,Fairy,Amorphous,45,1000000,N,378.0,351.0,,142.0,,,Castform,3
379.0,352.0,Kecleon,60,90,70,60,120,40,440,Normal,,NU,Color Change,,,22.0 kG,40,1 SpD,132,Green,5120,Neutral,Field,,200,1059860,N,379.0,352.0,,145.0,,,Kecleon,3
380.0,353.0,Shuppet,44,75,35,63,33,45,295,Ghost,,NU,Insomnia,Frisk,Cursed Body,2.3 kG,20,1 Atk,97,Black,6400,Neutral,Amorphous,,225,800000,,380.0,353.0,,146.0,,,Shuppet,3
381.0,354.0,Banette,64,115,65,83,63,65,455,Ghost,,NU,Insomnia,Frisk,Cursed Body,12.5 kG,40,2 Atk,179,Black,,Neutral,Amorphous,,45,800000,Lv. 37,381.0,354.0,,147.0,,,Banette,3
382.0,355.0,Duskull,20,40,90,30,90,25,295,Ghost,,NU,Levitate,,,15.0 kG,40,1 SpD,97,Black,6400,Neutral,Amorphous,,190,800000,,382.0,355.0,,148.0,189.0,,Duskull,3
383.0,356.0,Dusclops,40,70,130,60,130,25,455,Ghost,,UU,Pressure,,,30.6 kG,60,1 Def/1 SpD,179,Black,,Neutral,Amorphous,,90,800000,Lv. 37,383.0,356.0,,149.0,190.0,,Dusclops,3
385.0,357.0,Tropius,99,68,83,72,87,51,460,Grass,Flying,NU,Chlorophyll,Solar Power,Harvest,100.0 kG,100,2 HP,169,Green,6400,Neutral,Monster,Grass,200,1250000,N,385.0,357.0,,150.0,185.0,,Tropius,3
387.0,358.0,Chimecho,65,50,70,95,80,65,425,Psychic,,NU,Levitate,,,1.0 kG,20,1 SpA/1 SpD,147,Blue,6400,Neutral,Amorphous,,45,800000,Nite Friendship,387.0,358.0,,151.0,83.0,,Chimecho,3
388.0,359.0,Absol,65,130,60,75,60,75,465,Dark,,NU,Pressure,Super Luck,Justified,47.0 kG,60,2 Atk,174,White,6400,Neutral,Field,,30,1059860,N,388.0,359.0,,152.0,209.0,,Absol,3
231.0,360.0,Wynaut,95,23,48,23,48,23,260,Psychic,,NU,Shadow Tag,,Telepathy,14.0 kG,40,1 HP,44,Blue,5120,Neutral,-,,125,1000000,,231.0,360.0,,160.0,,,Wynaut,3
389.0,361.0,Snorunt,50,50,50,50,50,50,300,Ice,,NU,Inner Focus,Ice Body,Moody,16.8 kG,40,1 HP,74,Gray,5120,Neutral,Fairy,Mineral,190,1000000,,389.0,361.0,,171.0,206.0,,Snorunt,3
390.0,362.0,Glalie,80,80,80,80,80,80,480,Ice,,NU,Inner Focus,Ice Body,Moody,256.5 kG,120,2 HP,187,Gray,,Neutral,Fairy,Mineral,75,1000000,Lv. 42,390.0,362.0,,172.0,207.0,,Glalie,3
392.0,363.0,Spheal,70,40,50,55,50,25,290,Ice,Water,NU,Thick Fat,Ice Body,Oblivious,39.5 kG,60,1 HP,75,Blue,5120,Neutral,Water 1,Field,255,1059860,,392.0,363.0,,173.0,,,Spheal,3
393.0,364.0,Sealeo,90,60,70,75,70,45,410,Ice,Water,NU,Thick Fat,Ice Body,Oblivious,87.6 kG,80,2 HP,128,Blue,,Neutral,Water 1,Field,120,1059860,Lv. 32,393.0,364.0,,174.0,,,Sealeo,3
394.0,365.0,Walrein,110,80,90,95,90,65,530,Ice,Water,NU,Thick Fat,Ice Body,Oblivious,150.6 kG,100,3 HP,192,Blue,,Neutral,Water 1,Field,45,1059860,Lv. 44,394.0,365.0,,175.0,,,Walrein,3
395.0,366.0,Clamperl,35,64,85,74,55,32,345,Water,,NU,Shell Armor,,Rattled,52.5 kG,80,1 Def,142,Blue,5120,Neutral,Water 1,,255,600000,,395.0,366.0,,176.0,,,Clamperl,3
396.0,367.0,Huntail,55,104,105,94,75,52,485,Water,,NU,Swift Swim,,Water Veil,27.0 kG,60,1 Atk/1 Def,178,Blue,,Neutral,Water 1,,60,600000,Trade w/ Deepseatooth,396.0,367.0,,177.0,,,Huntail,3
397.0,368.0,Gorebyss,55,84,105,114,75,52,485,Water,,RU,Swift Swim,,Hydration,22.6 kG,40,2 SpA,178,Pink,,Neutral,Water 1,,60,600000,Trade w/ Deepseascale,397.0,368.0,,178.0,,,Gorebyss,3
398.0,369.0,Relicanth,100,90,130,45,65,55,485,Water,Rock,NU,Swift Swim,Rock Head,Sturdy,23.4 kG,40,1 HP/1 Def,198,Gray,10240,M (87.5%),Water 1,Water 2,25,1250000,N,398.0,369.0,,179.0,,,Relicanth,3
399.0,370.0,Luvdisc,43,30,55,40,65,97,330,Water,,NU,Swift Swim,,Hydration,8.7 kG,20,1 Spe,110,Pink,5120,F (75%),Water 2,,225,800000,N,399.0,370.0,,183.0,,,Luvdisc,3
400.0,371.0,Bagon,45,75,60,40,30,50,300,Dragon,,NU,Rock Head,,Sheer Force,42.1 kG,60,1 Atk,89,Blue,10240,Neutral,Dragon,,45,1250000,,400.0,371.0,,187.0,,,Bagon,3
401.0,372.0,Shelgon,65,95,100,60,50,50,420,Dragon,,NU,Rock Head,,Overcoat,110.5 kG,100,2 Def,144,White,,Neutral,Dragon,,45,1250000,Lv. 30,401.0,372.0,,188.0,,,Shelgon,3
402.0,373.0,Salamence,95,135,80,110,80,100,600,Dragon,Flying,OU,Intimidate,,Moxie,102.6 kG,100,3 Atk,218,Blue,,Neutral,Dragon,,45,1250000,Lv. 50,402.0,373.0,,189.0,,,Salamence,3
403.0,374.0,Beldum,40,55,80,35,60,30,300,Steel,Psychic,NU,Clear Body,,Light Metal,95.2 kG,80,1 Def,103,Blue,10240,,Mineral,,3,1250000,,403.0,374.0,,190.0,,,Beldum,3
404.0,375.0,Metang,60,75,100,55,80,50,420,Steel,Psychic,NU,Clear Body,,Light Metal,202.5 kG,120,2 Def,153,Blue,,,Mineral,,3,1250000,Lv. 20,404.0,375.0,,191.0,,,Metang,3
405.0,376.0,Metagross,80,135,130,95,90,70,600,Steel,Psychic,OU,Clear Body,,Light Metal,550.0 kG,120,3 Def,210,Blue,,,Mineral,,3,1250000,Lv. 45,405.0,376.0,,192.0,,,Metagross,3
406.0,377.0,Regirock,80,100,200,50,100,50,580,Rock,,NU,Clear Body,,Sturdy,230.0 kG,120,3 Def,217,Brown,NONE,,-,,3,1250000,N,406.0,377.0,,193.0,,,Regirock,3
407.0,378.0,Regice,80,50,100,100,200,50,580,Ice,,NU,Clear Body,,Ice Body,175.0 kG,100,3 SpD,216,Blue,NONE,,-,,3,1250000,N,407.0,378.0,,194.0,,,Regice,3
408.0,379.0,Registeel,80,75,150,75,150,50,580,Steel,,UU,Clear Body,,Light Metal,205.0 kG,120,2 Def/1 SpD,215,Gray,NONE,,-,,3,1250000,N,408.0,379.0,,195.0,,,Registeel,3
409.0,380.0,Latias,80,80,90,110,130,110,600,Dragon,Psychic,OU,Levitate,,,40.0 kG,60,3 SpD,211,Red,NONE,F (100%),-,,3,1250000,N,409.0,380.0,,196.0,,,Latias,3
410.0,381.0,Latios,80,90,80,130,110,110,600,Dragon,Psychic,OU,Levitate,,,60.0 kG,80,3 SpA,211,Blue,NONE,M (100%),-,,3,1250000,N,410.0,381.0,,197.0,,,Latios,3
411.0,382.0,Kyogre,100,100,90,150,140,90,670,Water,,Uber,Drizzle,,,352.0 kG,120,3 SpA,218,Blue,NONE,,-,,5,1250000,N,411.0,382.0,,198.0,,,Kyogre,3
412.0,383.0,Groudon,100,150,140,100,90,90,670,Ground,,Uber,Drought,,,950.0 kG,120,3 Atk,218,Red,NONE,,-,,5,1250000,N,412.0,383.0,,199.0,,,Groudon,3
413.0,384.0,Rayquaza,105,150,90,150,90,95,680,Dragon,Flying,Uber,Air Lock,,,206.5 kG,120,2 Atk/1 SpA,220,Green,NONE,,-,,3,1250000,N,413.0,384.0,,200.0,,,Rayquaza,3
414.0,385.0,Jirachi,100,100,100,100,100,100,600,Steel,Psychic,OU,Serene Grace,,,1.1 kG,20,3 HP,215,Yellow,NONE,,-,,3,1250000,N,414.0,385.0,,201.0,,,Jirachi,3
416.0,387.0,Turtwig,55,68,64,45,55,31,318,Grass,,NU,Overgrow,,Shell Armor,10.2 kG,40,1 Atk,64,Green,5120,M (87.5%),Monster,Grass,45,1059860,,416.0,387.0,,,1.0,,Turtwig,4
417.0,388.0,Grotle,75,89,85,55,65,36,405,Grass,,NU,Overgrow,,Shell Armor,97.0 kG,80,1 Atk/1 Def,141,Green,,M (87.5%),Monster,Grass,45,1059860,Lv. 18,417.0,388.0,,,2.0,,Grotle,4
418.0,389.0,Torterra,95,109,105,75,85,56,525,Grass,Ground,NU,Overgrow,,Shell Armor,310.0 kG,120,2 Atk/1 Def,208,Green,,M (87.5%),Monster,Grass,45,1059860,Lv. 32,418.0,389.0,,,3.0,,Torterra,4
419.0,390.0,Chimchar,44,58,44,58,44,61,309,Fire,,NU,Blaze,,Iron Fist,6.2 kG,20,1 Spe,65,Brown,5120,M (87.5%),Field,Human-Like,45,1059860,,419.0,390.0,,,4.0,,Chimchar,4
420.0,391.0,Monferno,64,78,52,78,52,81,405,Fire,Fighting,NU,Blaze,,Iron Fist,22.0 kG,40,1 Spe/1 SpA,142,Brown,,M (87.5%),Field,Human-Like,45,1059860,Lv. 14,420.0,391.0,,,5.0,,Monferno,4
421.0,392.0,Infernape,76,104,71,104,71,108,534,Fire,Fighting,OU,Blaze,,Iron Fist,55.0 kG,80,1 Atk/1 SpA/1 Spe,209,Brown,,M (87.5%),Field,Human-Like,45,1059860,Lv. 36,421.0,392.0,,,6.0,,Infernape,4
422.0,393.0,Piplup,53,51,53,61,56,40,314,Water,,NU,Torrent,,Defiant,5.2 kG,20,1 SpA,66,Blue,5120,M (87.5%),Water 1,Field,45,1059860,,422.0,393.0,,,7.0,,Piplup,4
423.0,394.0,Prinplup,64,66,68,81,76,50,405,Water,,NU,Torrent,,Defiant,23.0 kG,40,2 SpA,143,Blue,,M (87.5%),Water 1,Field,45,1059860,Lv. 16,423.0,394.0,,,8.0,,Prinplup,4
424.0,395.0,Empoleon,84,86,88,111,101,60,530,Water,Steel,UU,Torrent,,Defiant,84.5 kG,80,3 SpA,210,Blue,,M (87.5%),Water 1,Field,45,1059860,Lv. 36,424.0,395.0,,,9.0,,Empoleon,4
425.0,396.0,Starly,40,55,30,30,30,60,245,Normal,Flying,NU,Keen Eye,,,2.0 kG,20,1 Spe,56,Brown,3840,Neutral,Flying,,255,1059860,,425.0,396.0,,,10.0,,Starly,4
426.0,397.0,Staravia,55,75,50,40,40,80,340,Normal,Flying,NU,Intimidate,,Reckless,15.5 kG,40,2 Spe,113,Brown,,Neutral,Flying,,120,1059860,Lv. 14,426.0,397.0,,,11.0,,Staravia,4
427.0,398.0,Staraptor,85,120,70,50,50,100,475,Normal,Flying,BL,Intimidate,,Reckless,24.9 kG,40,3 Atk,172,Brown,,Neutral,Flying,,45,1059860,Lv. 34,427.0,398.0,,,12.0,,Staraptor,4
428.0,399.0,Bidoof,59,45,40,35,40,31,250,Normal,,NU,Simple,Unaware,Moody,20.0 kG,40,1 HP,58,Brown,3840,Neutral,Water 1,Field,255,1000000,,428.0,399.0,,,13.0,,Bidoof,4
429.0,400.0,Bibarel,79,85,60,60,71,55,410,Normal,Water,NU,Simple,Unaware,Moody,31.5 kG,60,2 Atk,116,Brown,,Neutral,Water 1,Field,127,1000000,Lv. 15,429.0,400.0,,,14.0,,Bibarel,4
430.0,401.0,Kricketot,37,25,41,25,41,25,194,Bug,,NU,Shed Skin,,Run Away,2.2 kG,20,1 Def,54,Red,3840,Neutral,Bug,,255,1059860,,430.0,401.0,,,15.0,,Kricketot,4
431.0,402.0,Kricketune,77,85,51,55,51,65,384,Bug,,NU,Swarm,,Technician,25.5 kG,60,2 Atk,159,Red,,Neutral,Bug,,45,1059860,Lv. 10,431.0,402.0,,,16.0,,Kricketune,4
432.0,403.0,Shinx,45,65,34,40,34,45,263,Electric,,NU,Rivalry,Intimidate,Guts,9.5 kG,20,1Atk,60,Blue,5120,Neutral,Field,,235,1059860,,432.0,403.0,,,17.0,,Shinx,4
433.0,404.0,Luxio,60,85,49,60,49,60,363,Electric,,NU,Rivalry,Intimidate,Guts,30.5 kG,60,2 Atk,117,Blue,,Neutral,Field,,120,1059860,Lv. 15,433.0,404.0,,,18.0,,Luxio,4
434.0,405.0,Luxray,80,120,79,95,79,70,523,Electric,,NU,Rivalry,Intimidate,Guts,42.0 kG,60,3 Atk,194,Blue,,Neutral,Field,,45,1059860,Lv. 30,434.0,405.0,,,19.0,,Luxray,4
340.0,406.0,Budew,40,30,35,50,70,55,280,Grass,Poison,NU,Natural Cure,Poison Point,Leaf Guard,1.2 kG,20,1 SpA,68,Green,5120,Neutral,-,,255,1059860,,340.0,406.0,,,25.0,,Budew,4
342.0,407.0,Roserade,60,70,55,125,105,90,505,Grass,Poison,UU,Natural Cure,Poison Point,Technician,14.5 kG,40,3 SpA,204,Green,,Neutral,Fairy,Grass,75,1059860,Shiny Stone,342.0,407.0,,,27.0,,Roserade,4
435.0,408.0,Cranidos,67,125,40,30,30,58,350,Rock,,NU,Mold Breaker,,Sheer Force,31.5 kG,60,1 Atk,99,Blue,7680,M (87.5%),Monster,,45,600000,,435.0,408.0,,,36.0,,Cranidos,4
436.0,409.0,Rampardos,97,165,60,65,50,58,495,Rock,,NU,Mold Breaker,,Sheer Force,102.5 kG,100,2 Atk,199,Blue,,M (87.5%),Monster,,45,600000,Lv. 30,436.0,409.0,,,37.0,,Rampardos,4
437.0,410.0,Shieldon,30,42,118,42,88,30,350,Rock,Steel,NU,Sturdy,,Soundproof,57.0 kG,80,1 Def,99,Gray,7680,M (87.5%),Monster,,45,600000,,437.0,410.0,,,38.0,,Shieldon,4
438.0,411.0,Bastiodon,60,52,168,47,138,30,495,Rock,Steel,NU,Sturdy,,Soundproof,149.5 kG,100,2 Def,199,Gray,,M (87.5%),Monster,,45,600000,Lv. 30,438.0,411.0,,,39.0,,Bastiodon,4
439.0,412.0,Burmy,40,29,45,29,45,36,224,Bug,,NU,Shed Skin,,Overcoat,3.4 kG,20,1 SpD,61,Gray,3840,Neutral,Bug,,120,1000000,,439.0,412.0,,,45.0,,Burmy,4
441.0,414.0,Mothim,70,94,50,94,50,66,424,Bug,Flying,NU,Swarm,,Tinted Lens,23.3 kG,40,1 Atk/1 SpA,159,Yellow,,M (100%),Bug,,45,1000000,Lv. 20M,441.0,414.0,,,47.0,,Mothim,4
442.0,415.0,Combee,30,30,42,30,42,70,244,Bug,Flying,NU,Honey Gather,,Hustle,5.5 kG,20,1 Spe,63,Yellow,3840,M (87.5%),Bug,,120,1059860,,442.0,415.0,,,53.0,,Combee,4
443.0,416.0,Vespiquen,70,80,102,80,102,40,474,Bug,Flying,NU,Pressure,,Unnerve,38.5 kG,60,1 Def/1 SpD,188,Yellow,,F (100%),Bug,,45,1059860,Lv. 21F,443.0,416.0,,,54.0,,Vespiquen,4
444.0,417.0,Pachirisu,60,45,70,45,90,95,405,Electric,,NU,Run Away,Pickup,Volt Absorb,3.9 kG,20,1 Spe,120,White,2560,Neutral,Field,Fairy,200,1000000,N,444.0,417.0,,,55.0,,Pachirisu,4
445.0,418.0,Buizel,55,65,35,60,30,85,330,Water,,NU,Swift Swim,,Water Veil,29.5 kG,60,1 Spe,75,Brown,5120,Neutral,Water 1,Field,190,1000000,,445.0,418.0,,,56.0,,Buizel,4
446.0,419.0,Floatzel,85,105,55,85,50,115,495,Water,,NU,Swift Swim,,Water Veil,33.5 kG,60,2 Spe,178,Brown,,Neutral,Water 1,Field,75,1000000,Lv. 26,446.0,419.0,,,57.0,,Floatzel,4
447.0,420.0,Cherubi,45,35,45,62,53,35,275,Grass,,NU,Chlorophyll,,,3.3 kG,20,1 SpA,68,Pink,5120,Neutral,Fairy,Grass,190,1000000,,447.0,420.0,,,58.0,,Cherubi,4
448.0,421.0,Cherrim,70,60,70,87,78,85,450,Grass,,NU,Flower Gift,,,9.3 kG,20,2 SpA,133,Pink,,Neutral,Fairy,Grass,75,1000000,Lv. 25,448.0,421.0,,,59.0,,Cherrim,4
449.0,422.0,Shellos,76,48,48,57,62,34,325,Water,,NU,Sticky Hold,Storm Drain,Sand Force,6.3 kG,20,1 HP,73,Purple,5120,Neutral,Water 1,Amorphous,190,1000000,,449.0,422.0,,,60.0,,Shellos,4
450.0,423.0,Gastrodon,111,83,68,92,82,39,475,Water,Ground,RU,Sticky Hold,Storm Drain,Sand Force,29.9 kG,60,2 HP,176,Purple,,Neutral,Water 1,Amorphous,75,1000000,Lv. 30,450.0,423.0,,,61.0,,Gastrodon,4
219.0,424.0,Ambipom,75,100,66,60,66,115,482,Normal,,UU,Technician,Pickup,Skill Link,20.3 kG,40,2 Spe,186,Purple,,Neutral,Field,,45,800000,Level w/ Double Hit,219.0,424.0,,,64.0,,Ambipom,4
451.0,425.0,Drifloon,90,50,34,60,44,70,348,Ghost,Flying,NU,Aftermath,Unburden,Flare Boost,1.2 kG,20,1 HP,127,Purple,7680,Neutral,Amorphous,,125,1640000,,451.0,425.0,,,66.0,,Drifloon,4
452.0,426.0,Drifblim,150,80,44,90,54,80,498,Ghost,Flying,NU,Aftermath,Unburden,Flare Boost,15.0 kG,40,2 HP,204,Purple,,Neutral,Amorphous,,60,1640000,Lv. 28,452.0,426.0,,,67.0,,Drifblim,4
453.0,427.0,Buneary,55,66,44,44,56,85,350,Normal,,NU,Run Away,Klutz,Limber,5.5 kG,20,1 Spe,84,Brown,5120,Neutral,Field,Human-Like,190,1000000,,453.0,427.0,,,67.0,,Buneary,4
454.0,428.0,Lopunny,65,76,84,54,96,105,480,Normal,,NU,Cute Charm,Klutz,Limber,33.3 kG,60,2 Spe,178,Brown,,Neutral,Field,Human-Like,60,1000000,Friendship,454.0,428.0,,,68.0,,Lopunny,4
229.0,429.0,Mismagius,60,60,60,105,105,105,495,Ghost,,UU,Levitate,,,4.4 kG,20,1 SpA/1 SpD,187,Purple,,Neutral,Amorphous,,45,800000,Dusk Stone,229.0,429.0,,,73.0,,Mismagius,4
227.0,430.0,Honchkrow,100,125,52,105,52,71,505,Dark,Flying,RU,Insomnia,Super Luck,Moxie,27.3 kG,60,2 Atk,187,Black,,Neutral,Flying,,30,1059860,Dusk Stone,227.0,430.0,,,75.0,,Honchkrow,4
455.0,431.0,Glameow,49,55,42,42,37,85,310,Normal,,NU,Limber,Own Tempo,Keen Eye,3.9 kG,20,1 Spe,71,Gray,5120,F (75%),Field,,190,800000,,455.0,431.0,,,76.0,,Glameow,4
456.0,432.0,Purugly,71,82,64,64,59,112,452,Normal,,NU,Thick Fat,Own Tempo,Defiant,43.8 kG,60,2 Spe,183,Gray,,F (75%),Field,,75,800000,Lv. 38,456.0,432.0,,,77.0,,Purugly,4
386.0,433.0,Chingling,45,30,50,65,50,45,285,Psychic,,NU,Levitate,,,0.6 kG,20,1 SpA,74,Yellow,6400,Neutral,-,,120,800000,,386.0,433.0,,,82.0,,Chingling,4
457.0,434.0,Stunky,63,63,47,41,41,74,329,Poison,Dark,NU,Stench,Aftermath,Keen Eye,19.2 kG,40,1 Spe,79,Purple,5120,Neutral,Field,,225,1000000,,457.0,434.0,,,84.0,,Stunky,4
458.0,435.0,Skuntank,103,93,67,71,61,84,479,Poison,Dark,NU,Stench,Aftermath,Keen Eye,38.0 kG,60,2 HP,209,Purple,,Neutral,Field,,60,1000000,Lv. 34,458.0,435.0,,,85.0,,Skuntank,4
459.0,436.0,Bronzor,57,24,86,24,86,23,300,Steel,Psychic,NU,Levitate,Heatproof,Heavy Metal,60.5 kG,80,1 Def,72,Green,5120,,Mineral,,255,1000000,,459.0,436.0,,,88.0,,Bronzor,4
460.0,437.0,Bronzong,67,89,116,79,116,33,500,Steel,Psychic,OU,Levitate,Heatproof,Heavy Metal,187.0 kG,100,1 Def/1 SpD,188,Green,,,Mineral,,90,1000000,Lv. 33,460.0,437.0,,,89.0,,Bronzong,4
213.0,438.0,Bonsly,50,80,95,10,45,10,290,Rock,,NU,Sturdy,Rock Head,Rattled,15.0 kG,40,1 Def,68,Brown,5120,Neutral,-,,255,1000000,,213.0,438.0,,,92.0,,Bonsly,4
139.0,439.0,Mime Jr.,20,25,45,70,90,60,310,Psychic,,NU,Soundproof,Filter,Technician,13.0 kG,40,1 SpD,78,Pink,6400,Neutral,-,,145,1000000,,139.0,439.0,,,94.0,,Mime Jr.,4
126.0,440.0,Happiny,100,5,5,15,65,30,220,Normal,,NU,Natural Cure,Serene Grace,Friend Guard,24.4 kG,40,1 HP,255,Pink,10240,F (100%),-,,130,800000,,126.0,440.0,,,96.0,,Happiny,4
461.0,441.0,Chatot,76,65,45,92,42,91,411,Normal,Flying,NU,Keen Eye,Tangled Feet,Big Pecks,1.9 kG,20,1 Atk,107,Black,5120,Neutral,Flying,,30,1059860,N,461.0,441.0,,,102.0,,Chatot,4
462.0,442.0,Spiritomb,50,92,108,92,108,35,485,Ghost,Dark,UU,Pressure,,Infiltrator,108.0 kG,100,1 Def/1 SpD,168,Purple,7680,Neutral,Amorphous,,100,1000000,N,462.0,442.0,,,108.0,,Spiritomb,4
463.0,443.0,Gible,58,70,45,40,45,42,300,Dragon,Ground,NU,Sand Veil,,Rough Skin,20.5 kG,40,1 Atk,67,Blue,10240,Neutral,Monster,Dragon,45,1250000,,463.0,443.0,,,109.0,,Gible,4
464.0,444.0,Gabite,68,90,65,50,55,82,410,Dragon,Ground,NU,Sand Veil,,Rough Skin,56.0 kG,80,2 Atk,144,Blue,,Neutral,Monster,Dragon,45,1250000,Lv. 24,464.0,444.0,,,110.0,,Gabite,4
465.0,445.0,Garchomp,108,130,95,80,85,102,600,Dragon,Ground,Uber,Sand Veil,,Rough Skin,95.0 kG,80,3 Atk,218,Blue,,Neutral,Monster,Dragon,45,1250000,Lv. 48,465.0,445.0,,,111.0,,Garchomp,4
173.0,446.0,Munchlax,135,85,40,40,85,5,390,Normal,,NU,Pickup,Thick Fat,Gluttony,105.0 kG,100,1 HP,94,Black,10240,M (87.5%),-,,50,1250000,,173.0,446.0,,,112.0,,Munchlax,4
466.0,447.0,Riolu,40,70,40,35,40,60,285,Fighting,,NU,Steadfast,Inner Focus,Prankster,20.2 kG,40,1 Atk,72,Blue,6400,M (87.5%),-,,75,1059860,,466.0,447.0,,,115.0,,Riolu,4
467.0,448.0,Lucario,70,110,70,115,70,90,525,Fighting,Steel,OU,Steadfast,Inner Focus,Justified,54.0 kG,80,1 Atk/1 SpA,204,Blue,,M (87.5%),Field,Human-Like,45,1059860,Morn/Day Friendship,467.0,448.0,,,116.0,,Lucario,4
468.0,449.0,Hippopotas,68,72,78,38,42,32,330,Ground,,UU,Sand Stream,,Sand Force,49.5 kG,60,1 Def,95,Brown,7680,Neutral,Field,,140,1250000,,468.0,449.0,,,122.0,,Hippopotas,4
469.0,450.0,Hippowdon,108,112,118,68,72,47,525,Ground,,OU,Sand Stream,,Sand Force,300.0 kG,120,2 Def,198,Brown,,Neutral,Field,,60,1250000,Lv. 34,469.0,450.0,,,123.0,,Hippowdon,4
470.0,451.0,Skorupi,40,50,90,30,55,65,330,Poison,Bug,NU,Battle Armor,Sniper,Keen Eye,12.0 kG,40,1 Def,114,Purple,5120,Neutral,Bug,Water 3,120,1250000,,470.0,451.0,,,127.0,,Skorupi,4
471.0,452.0,Drapion,70,90,110,60,75,95,500,Poison,Dark,RU,Battle Armor,Sniper,Keen Eye,61.5 kG,80,2 Def,204,Purple,,Neutral,Bug,Water 3,45,1250000,Lv. 40,471.0,452.0,,,128.0,,Drapion,4
472.0,453.0,Croagunk,48,61,40,61,40,50,300,Poison,Fighting,NU,Anticipate,Dry Skin,Poison Touch,23.0 kG,40,1 Atk,83,Blue,2560,Neutral,Human-Like,,140,1000000,,472.0,453.0,,,129.0,,Croagunk,4
473.0,454.0,Toxicroak,83,106,65,86,65,85,490,Poison,Fighting,OU,Anticipate,Dry Skin,Poison Touch,44.4 kG,60,2 Atk,181,Blue,,Neutral,Human-Like,,75,1000000,Lv. 37,473.0,454.0,,,130.0,,Toxicroak,4
474.0,455.0,Carnivine,74,100,72,90,72,46,454,Grass,,NU,Levitate,,,27.0 kG,60,2 Atk,164,Green,6400,Neutral,Grass,,200,1250000,N,474.0,455.0,,,131.0,,Carnivine,4
475.0,456.0,Finneon,49,49,56,49,61,66,330,Water,,NU,Swift Swim,Storm Drain,Water Veil,7.0 kG,20,1 Spe,90,Blue,5120,Neutral,Water 2,,190,600000,,475.0,456.0,,,134.0,,Finneon,4
476.0,457.0,Lumineon,69,69,76,69,86,91,460,Water,,NU,Swift Swim,Storm Drain,Water Veil,24.0 kG,40,2 Spe,156,Blue,,Neutral,Water 2,,75,600000,Lv. 31,476.0,457.0,,,135.0,,Lumineon,4
257.0,458.0,Mantyke,45,20,50,60,120,50,345,Water,Flying,NU,Swift Swim,Water Absorb,,65.0 kG,80,1 SpD,108,Blue,6400,Neutral,-,,25,1250000,,257.0,458.0,,,140.0,,Mantyke,4
